RecordNumber,MediaURN,Title,Publisher,StartDate,StartTime,EndTime,Description,MediaType,CallNumber
1802,1801,"NEWSLINE","NHK World TV",01/09/2010,15:00:00,15:20:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000001802,,,
1825,1824,"NEWSLINE","NHK World TV",02/09/2010,15:00:00,15:23:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts.[AW]",Video,BNT000001825,,,
1843,1842,"NEWSLINE","NHK World TV",03/09/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000001843,,,
1862,1861,"JAPAN 7 DAYS","NHK World TV",04/09/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000001862,,,,
1878,1877,"ASIA 7DAYS","NHK World TV",05/09/2010,15:10:00,15:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000001878
1907,1910,"NEWSLINE","NHK World TV",06/09/2010,15:00:00,15:29:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000001907,,,
1931,1939,"NEWSLINE","NHK World TV",07/09/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts.",Video,BNT000001931,,,
1955,1963,"NEWSLINE","NHK World TV",08/09/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000001955,,,
2015,2023,"NEWSLINE","NHK World TV",10/09/2010,15:00:00,15:23:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. {AW]",Video,BNT000002015,,,
2035,2043,"JAPAN 7 DAYS","NHK World TV",11/09/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000002035,,,,
2053,2061,"ASIA 7DAYS","NHK World TV",12/09/2010,15:10:00,15:39:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000002053
2105,2113,"NEWSLINE","NHK World TV",13/09/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002105,,,
2125,2133,"NEWSLINE","NHK World TV",14/09/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002125,,,
2179,2187,"NEWSLINE","NHK World TV",16/09/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002179,,,
2201,2209,"NEWSLINE","NHK World TV",17/09/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts.",Video,BNT000002201,,,
2223,2231,"JAPAN 7 DAYS","NHK World TV",18/09/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000002223,,,,
2261,2269,"ASIA 7 DAYS","NHK World TV",19/09/2010,15:10:00,15:39:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000002261
2280,2288,"NEWSLINE","NHK World TV",20/09/2010,19:00:00,19:10:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002280,,,
2305,2313,"NEWSLINE","NHK World TV",21/09/2010,17:00:00,17:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002305,,,
2354,2362,"NEWSLINE","NHK World TV",22/09/2010,19:00:00,19:13:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002354,,,
2373,2381,"NEWSLINE","NHK World TV",23/09/2010,19:00:00,19:08:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002373,,,
2398,2406,"NEWSLINE","NHK World TV",24/09/2010,17:00:00,17:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002398,,,
2418,2426,"JAPAN 7 DAYS","NHK World TV",25/09/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000002418,,,,
2460,2468,"NEWSLINE","NHK World TV",27/09/2010,17:00:00,17:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002460,,,
2479,2487,"NEWSLINE","NHK World TV",28/09/2010,16:00:00,16:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002479,,,
2500,2508,"NEWSLINE","NHK World TV",29/09/2010,17:00:00,17:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts.",Video,BNT000002500,,,
2523,2531,"NEWSLINE","NHK World TV",30/09/2010,17:00:00,17:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts.",Video,BNT000002523,,,
2548,2556,"NEWSLINE","NHK World TV",01/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002548,,,
2569,2577,"JAPAN 7 DAYS","NHK World TV",02/10/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000002569,,,,
2589,2597,"ASIA 7 DAYS","NHK World TV",03/10/2010,15:10:00,15:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000002589
2606,2614,"NEWSLINE","NHK World TV",04/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002606,,,
2627,2635,"NEWSLINE","NHK World TV",05/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002627,,,
2654,2662,"NEWSLINE","NHK World TV",06/10/2010,20:00:00,20:11:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002654,,,
2701,2709,"NEWSLINE","NHK World TV",07/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002701,,,
2722,2730,"NEWSLINE","NHK World TV",08/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002722,,,
2743,2751,"NEWSLINE","NHK World TV",09/10/2010,09:00:00,09:09:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002743,,,
2752,2760,"NEWSLINE","NHK World TV",12/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002752,,,
2774,2782,"NEWSLINE","NHK World TV",13/10/2010,17:00:00,17:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002774,,,
2797,2805,"NEWSLINE","NHK World TV",14/10/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002797,,,
2821,2829,"NEWSLINE","NHK World TV",15/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002821,,,
2843,2851,"JAPAN 7 DAYS","NHK World TV",16/10/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000002843,,,,
2859,2867,"ASIA 7 DAYS","NHK World TV",17/10/2010,15:10:00,15:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000002859
2875,2883,"NEWSLINE","NHK World TV",18/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002875,,,
2982,2990,"NEWSLINE","NHK World TV",19/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000002982,,,
3005,3013,"NEWSLINE","NHK World TV",20/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003005,,,
3036,3044,"NEWSLINE","NHK World TV",21/10/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003036,,,
3057,3065,"NEWSLINE","NHK World TV",22/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003057,,,
3082,3090,"JAPAN 7 DAYS","NHK World TV",23/10/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000003082,,,,
3096,3104,"ASIA 7 DAYS","NHK World TV",24/10/2010,15:10:00,15:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003096
3150,3158,"NEWSLINE","NHK World TV",25/10/2010,16:00:00,16:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003150,,,
3114,3122,"NEWSLINE","NHK World TV",26/10/2010,17:00:00,17:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003114,,,
3131,3139,"NEWSLINE","NHK World TV",27/10/2010,12:00:00,12:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts.",Video,BNT000003131,,,
3182,3190,"NEWSLINE","NHK World TV",29/10/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003182,,,
3204,3212,"JAPAN 7 DAYS","NHK World TV",30/10/2010,15:10:00,15:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000003204,,,,
3225,3233,"ASIA 7 DAYS","NHK World TV",31/10/2010,14:10:00,14:59:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003225
3253,3261,"NEWSLINE","NHK World TV",01/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003253,,,
3273,3281,"NEWSLINE","NHK World TV",05/11/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003273,,,
3289,3297,"JAPAN 7 DAYS","NHK World TV",06/11/2010,14:10:00,14:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000003289,,,,
3304,3312,"ASIA 7 DAYS","NHK World TV",07/11/2010,18:10:00,18:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003304
3380,3388,"NEWSLINE","NHK World TV",08/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003380,,,
3447,3455,"NEWSLINE","NHK World TV",09/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003447,,,
3397,3405,"NEWSLINE","NHK World TV",10/11/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003397,,,
3433,3441,"NEWSLINE","NHK World TV",11/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather  [AW]",Video,BNT000003433,,,
3463,3471,"NEWSLINE","NHK World TV",12/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003463,,,
3480,3488,"JAPAN 7 DAYS","NHK World TV",13/11/2010,14:00:00,14:59:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003480,,,
3494,3502,"ASIA 7 DAYS","NHK World TV",14/11/2010,14:10:00,14:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003494
3508,3516,"NEWSLINE","NHK World TV",15/11/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003508,,,
3524,3532,"NEWSLINE","NHK World TV",16/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003524,,,
3541,3549,"NEWSLINE","NHK World TV",17/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003541,,,
3556,3564,"NEWSLINE","NHK World TV",18/11/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003556,,,
3609,3617,"NEWSLINE","NHK World TV",19/11/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003609,,,
3639,3649,"JAPAN 7 DAYS","NHK World TV",20/11/2010,14:10:00,14:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000003639,,,,
3671,3681,"JAPAN 7 DAYS","NHK World TV",20/11/2010,14:10:00,14:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000003671,,,,
3679,3689,"ASIA 7 DAYS","NHK World TV",21/11/2010,14:10:00,14:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003679
3654,3664,"ASIA 7 DAYS","NHK World TV",21/11/2010,14:10:00,14:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003654
3768,3778,"JAPAN 7 DAYS","NHK World TV",27/11/2010,14:10:00,14:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000003768,,,,
3789,3799,"ASIA 7 DAYS","NHK World TV",28/11/2010,14:10:00,14:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003789
3815,3825,"NEWSLINE","NHK World TV",29/11/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003815,,,
3832,3842,"NEWSLINE","NHK World TV",30/11/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003832,,,
3833,3843,"NEWSLINE","NHK World TV",30/11/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003833,,,
3857,3867,"NEWSLINE","NHK World TV",01/12/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003857,,,
3901,3911,"NEWSLINE","NHK World TV",02/12/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003901,,,
3924,3934,"NEWSLINE","NHK World TV",03/12/2010,15:00:00,15:28:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003924,,,
3944,3954,"JAPAN 7 DAYS","NHK World TV",04/12/2010,14:10:00,14:38:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [AW]",Video,BNT000003944,,,,
3958,3968,"ASIA 7 DAYS","NHK World TV",05/12/2010,14:10:00,14:38:00,"An in-depth look into the week's top news stories from Japan and Asia. [AW]",Video,BNT000003958
3976,3986,"NEWSLINE","NHK World TV",06/12/2010,15:00:00,15:29:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000003976,,,
4011,4021,"Today's Close-up","NHK World TV",08/12/2010,15:00:00,15:27:00,"Controversial domestic and global issues that affect Japan are probed and discussed. [AW]",Video,BNT000004011
4028,4038,"NEWSLINE","NHK World TV",09/12/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000004028,,,
4051,4061,"NEWSLINE","NHK World TV",10/12/2010,15:00:00,15:27:00,"Controversial domestic and global issues that affect Japan are probed and discussed. [AW]",Video,BNT000004051
4070,4080,"JAPAN 7 DAYS","NHK World TV",11/12/2010,14:10:00,14:38:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000004070,,,
4087,4097,"ASIA 7 DAYS","NHK World TV",12/12/2010,14:10:00,14:39:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000004087,,,
4103,4113,"NEWSLINE","NHK World TV",13/12/2010,15:00:00,15:29:00,"Newsline. [AW]",Video,BNT000004103
4129,4139,"NEWSLINE","NHK World TV",14/12/2010,15:00:00,15:27:00,"Controversial domestic and global issues that affect Japan are probed and discussed. [AW]",Video,BNT000004129
4151,4161,"NEWSLINE","NHK World TV",15/12/2010,15:00:00,15:27:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [AW]",Video,BNT000004151,,,
4168,4178,"NEWSLINE","NHK World TV",16/12/2010,15:00:00,15:27:00,"Controversial domestic and global issues that affect Japan are probed and discussed. [LMcK]",Video,BNT000004168
4192,4202,"NEWSLINE","NHK World TV",17/12/2010,15:00:00,15:28:00,"Controversial domestic and global issues that affect Japan are probed and discussed. [LMcK]",Video,BNT000004192
4212,4222,"JAPAN 7 DAYS","NHK World TV",18/12/2010,14:10:00,14:37:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [LMcK]",Video,BNT000004212,,,,
4228,4238,"ASIA 7 DAYS","NHK World TV",19/12/2010,14:10:00,14:40:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004228,,,
4237,4247,"NEWSLINE","NHK World TV",20/12/2010,16:00:00,16:30:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004237,,,
4253,4263,"NEWSLINE","NHK World TV",21/12/2010,15:00:00,15:30:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004253,,,
4273,4283,"NEWSLINE","NHK World TV",22/12/2010,15:00:00,15:30:00,"Controversial domestic and global issues that affect Japan are probed and discussed. [LMcK]",Video,BNT000004273
4293,4303,"NEWSLINE","NHK World TV",23/12/2010,15:00:00,15:10:00,"Controversial domestic and global issues that affect Japan are probed and discussed.",Video,BNT000004293
4313,4323,"NEWSLINE","NHK World TV",24/12/2010,15:00:00,15:30:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004313,,,
4332,4342,"JAPAN 7 DAYS","NHK World TV",25/12/2010,18:10:00,18:40:00,"JAPAN 7 DAYS is a weekly news program that investigates what has been happening in Japan during the past week and presents up-to-the-minute reports on Japanese politics, economy, society and culture. [LMcK]",Video,BNT000004332,,,,
4344,4354,"NEWSLINE","NHK World TV",26/12/2010,20:00:00,20:10:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004344,,,
4360,4370,"NEWSLINE","NHK World TV",27/12/2010,15:00:00,15:30:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004360,,,
4383,4393,"NEWSLINE","NHK World TV",28/12/2010,15:00:00,15:30:00,"Controversial domestic and global issues that affect Japan are probed and discussed. [LMcK]",Video,BNT000004383
4400,4410,"NEWSLINE","NHK World TV",29/12/2010,15:00:00,15:30:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004400,,,
4418,4428,"NEWSLINE","NHK World TV",30/12/2010,15:00:00,15:30:00,"Hourly news updates featuring current affairs from Japan, Asia and around the world, business news, and global weather forecasts. [LMcK]",Video,BNT000004418,,,
4438,4448,"NEWSLINE","NHK World TV",31/12/2010,14:00:00,14:30:00,"Newsline. [LMcK]",Video,BNT000004438
240,239,"Business Today","Russia Today",27/05/2010,13:20:00,13:30:00,"News and information about business and finance.",Video,BNT000000240
453,451,"Latest News","Russia Today",02/06/2010,17:00:00,17:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000453
462,460,"Latest News","Russia Today",03/06/2010,23:00:00,23:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000462
474,472,"Latest News","Russia Today",04/06/2010,19:00:00,19:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000474
486,484,"Latest News","Russia Today",05/06/2010,21:00:00,21:29:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000486
552,550,"Latest News","Russia Today",06/06/2010,21:00:00,21:29:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000552
512,510,"Latest News","Russia Today",10/06/2010,17:00:00,17:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000512
566,564,"Latest News","Russia Today",11/06/2010,07:00:00,07:26:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000566
579,577,"Latest News","Russia Today",12/06/2010,22:00:00,22:26:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000579
550,548,"News, Sport and Weather","Russia Today",13/06/2010,21:30:00,21:55:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000550,,,,
598,596,"Latest News","Russia Today",14/06/2010,12:00:00,12:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000598
619,617,"Latest News","Russia Today",15/06/2010,12:00:00,12:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000619
648,646,"News, Sport and Weather","Russia Today",16/06/2010,17:30:00,17:55:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000648,,,,
670,668,"News, Sport and Weather","Russia Today",17/06/2010,09:30:00,09:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000670,,,,
693,691,"Latest News","Russia Today",18/06/2010,09:00:00,09:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000000693
1100,1098,"News, Sport and Weather","Russia Today",01/08/2010,09:00:00,09:45:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001100,,,,
1119,1117,"News, Sport and Weather","Russia Today",02/08/2010,13:00:00,13:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001119,,,,
1143,1141,"News, Sport and Weather","Russia Today",03/08/2010,17:00:00,17:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001143,,,,
1163,1161,"News, Sport and Weather","Russia Today",04/08/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001163,,,,
1188,1186,"News, Sport and Weather","Russia Today",05/08/2010,17:00:00,17:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001188,,,,
1207,1205,"Latest News","Russia Today",06/08/2010,17:00:00,17:28:00,"Latest news update. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001207
1226,1224,"Latest News","Russia Today",07/08/2010,17:00:00,17:27:00,"Latest news update. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001226
1241,1239,"News, Sport and Weather","Russia Today",08/08/2010,17:00:00,17:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001241,,,,
1256,1254,"News, Sport and Weather","Russia Today",08/08/2010,09:00:00,09:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001256,,,,
1259,1257,"News, Sport and Weather","Russia Today",09/08/2010,17:00:00,17:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001259,,,,
1287,1285,"News, Sport and Weather","Russia Today",10/08/2010,17:00:00,17:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001287,,,,
1308,1306,"News, Sport and Weather","Russia Today",11/08/2010,17:00:00,17:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001308,,,,
1338,1336,"News, Sport and Weather","Russia Today",12/08/2010,17:00:00,17:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001338,,,,
1358,1356,"Latest News","Russia Today",13/08/2010,17:00:00,17:26:00,"Latest news update. For more information go to www.russiatoday.ru. [NR]",Video,BNT000001358
1391,1389,"Latest News","Russia Today",14/08/2010,14:00:00,14:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001391
1408,1406,"News, Sport and Weather","Russia Today",15/08/2010,19:00:00,19:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001408,,,,
1427,1425,"News, Sport and Weather","Russia Today",16/08/2010,09:00:00,09:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001427,,,,
1446,1444,"News, Sport and Weather","Russia Today",17/08/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001446,,,,
1390,1388,"News, Sport and Weather","Russia Today",18/08/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001390,,,,
1484,1482,"News, Sport and Weather","Russia Today",19/08/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001484,,,,
1504,1502,"Latest News","Russia Today",20/08/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001504
